"rule_title","severity","product","group_id","rule_id","check_content","fix_text","rule_version"
"Reversible password encryption must be disabled.","high","Microsoft Windows 11 ","V-253305","SV-253305r877397","Verify the effective setting in Local Group Policy Editor.
Run """"gpedit.msc"""".

Navigate to Local Computer Policy >> Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy.

If the value for """"Store password using reversible encryption"""" is not set to """"Disabled"""", this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Account Policies >> Password Policy >> """"Store passwords using reversible encryption"""" to """"Disabled"""".","WN11-AC-000045"
"The system must be configured to audit Account Logon - Credential Validation failures.","medium","Microsoft Windows 11 ","V-253306","SV-253306r829002","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Account Logon >> Credential Validation - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Account Logon >> """"Audit Credential Validation"""" with """"Failure"""" selected.","WN11-AU-000005"
"The system must be configured to audit Account Logon - Credential Validation successes.","medium","Microsoft Windows 11 ","V-253307","SV-253307r829005","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Account Logon >> Credential Validation - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Account Logon >> """"Audit Credential Validation"""" with """"Success"""" selected.","WN11-AU-000010"
"The system must be configured to audit Account Management - Security Group Management successes.","medium","Microsoft Windows 11 ","V-253308","SV-253308r877036","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Account Management >> Security Group Management - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Account Management >> """"Audit Security Group Management"""" with """"Success"""" selected.","WN11-AU-000030"
"The system must be configured to audit Account Management - User Account Management failures.","medium","Microsoft Windows 11 ","V-253309","SV-253309r829011","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Account Management >> User Account Management - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Account Management >> """"Audit User Account Management"""" with """"Failure"""" selected.","WN11-AU-000035"
"The system must be configured to audit Account Management - User Account Management successes.","medium","Microsoft Windows 11 ","V-253310","SV-253310r829014","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Account Management >> User Account Management - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Account Management >> """"Audit User Account Management"""" with """"Success"""" selected.","WN11-AU-000040"
"The system must be configured to audit Detailed Tracking - PNP Activity successes.","medium","Microsoft Windows 11 ","V-253311","SV-253311r829017","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Detailed Tracking >> Plug and Play Events - Success","Computer Configuration >> Windows Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Detailed Tracking >> """"Audit PNP Activity"""" with """"Success"""" selected.","WN11-AU-000045"
"The system must be configured to audit Detailed Tracking - Process Creation successes.","medium","Microsoft Windows 11 ","V-253312","SV-253312r829020","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Detailed Tracking >> Process Creation - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Detailed Tracking >> """"Audit Process Creation"""" with """"Success"""" selected.","WN11-AU-000050"
"The system must be configured to audit Logon/Logoff - Account Lockout failures.","medium","Microsoft Windows 11 ","V-253313","SV-253313r829023","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open a Command Prompt with elevated privileges (""""Run as Administrator"""").

Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Account Lockout - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> """"Audit Account Lockout"""" with """"Failure"""" selected.","WN11-AU-000054"
"The system must be configured to audit Logon/Logoff - Group Membership successes.","medium","Microsoft Windows 11 ","V-253314","SV-253314r829026","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Group Membership - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> """"Audit Group Membership"""" with """"Success"""" selected.","WN11-AU-000060"
"The system must be configured to audit Logon/Logoff - Logoff successes.","medium","Microsoft Windows 11 ","V-253315","SV-253315r829029","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Logoff - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> """"Audit Logoff"""" with """"Success"""" selected.","WN11-AU-000065"
"The system must be configured to audit Logon/Logoff - Logon failures.","medium","Microsoft Windows 11 ","V-253316","SV-253316r829032","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Logon - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> """"Audit Logon"""" with """"Failure"""" selected.","WN11-AU-000070"
"The system must be configured to audit Logon/Logoff - Logon successes.","medium","Microsoft Windows 11 ","V-253317","SV-253317r829035","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Logon - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> """"Audit Logon"""" with """"Success"""" selected.","WN11-AU-000075"
"The system must be configured to audit Logon/Logoff - Special Logon successes.","medium","Microsoft Windows 11 ","V-253318","SV-253318r829038","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Logon/Logoff >> Special Logon - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Logon/Logoff >> """"Audit Special Logon"""" with """"Success"""" selected.","WN11-AU-000080"
"Windows 11 must be configured to audit Object Access - File Share failures.","medium","Microsoft Windows 11 ","V-253319","SV-253319r829041","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""
Compare the AuditPol settings with the following:
Object Access >> File Share - Failure

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> """"Audit File Share"""" with """"Failure"""" selected.","WN11-AU-000081"
"Windows 11 must be configured to audit Object Access - File Share successes.","medium","Microsoft Windows 11 ","V-253320","SV-253320r829044","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following:

Object Access >> File Share - Success

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> """"Audit File Share"""" with """"Success"""" selected.","WN11-AU-000082"
"Windows 11 must be configured to audit Object Access - Other Object Access Events successes.","medium","Microsoft Windows 11 ","V-253321","SV-253321r829047","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.
Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""""Run as Administrator"""").

Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following:

Object Access >> Other Object Access Events - Success

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> """"Audit Other Object Access Events"""" with """"Success"""" selected.","WN11-AU-000083"
"Windows 11 must be configured to audit Object Access - Other Object Access Events failures.","medium","Microsoft Windows 11 ","V-253322","SV-253322r829050","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:

Open PowerShell or a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""
Compare the AuditPol settings with the following:
Object Access >> Other Object Access Events - Failure

If the system does not audit the above, this is a finding.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> """"Audit Other Object Access Events"""" with """"Failure"""" selected.","WN11-AU-000084"
"The system must be configured to audit Object Access - Removable Storage failures.","medium","Microsoft Windows 11 ","V-253323","SV-253323r829053","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Object Access >> Removable Storage - Failure

Some virtual machines may generate excessive audit events for access to the virtual hard disk itself when this setting is enabled. This may be set to Not Configured in such cases and would not be a finding. This must be documented with the ISSO to include mitigations such as monitoring or restricting any actual removable storage connected to the VM.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> """"Audit Removable Storage"""" with """"Failure"""" selected.","WN11-AU-000085"
"The system must be configured to audit Object Access - Removable Storage successes.","medium","Microsoft Windows 11 ","V-253324","SV-253324r829056","Security Option """"Audit: Force audit policy subcategory settings (Windows Vista or later) to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Object Access >> Removable Storage - Success

Some virtual machines may generate excessive audit events for access to the virtual hard disk itself when this setting is enabled. This may be set to Not Configured in such cases and would not be a finding. This must be documented with the ISSO to include mitigations such as monitoring or restricting any actual removable storage connected to the VM.","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Object Access >> """"Audit Removable Storage"""" with """"Success"""" selected.","WN11-AU-000090"
"The system must be configured to audit Policy Change - Audit Policy Change successes.","medium","Microsoft Windows 11 ","V-253325","SV-253325r829059","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Policy Change >> Audit Policy Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> """"Audit Policy Change"""" with """"Success"""" selected.","WN11-AU-000100"
"The system must be configured to audit Policy Change - Authentication Policy Change successes.","medium","Microsoft Windows 11 ","V-253326","SV-253326r829062","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.
Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Policy Change >> Authentication Policy Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> """"Audit Authentication Policy Change"""" with """"Success"""" selected.","WN11-AU-000105"
"The system must be configured to audit Policy Change - Authorization Policy Change successes.","medium","Microsoft Windows 11 ","V-253327","SV-253327r829065","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
-Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
-Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding.

Policy Change >> Authorization Policy Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Policy Change >> """"Audit Authorization Policy Change"""" with """"Success"""" selected.","WN11-AU-000107"
"The system must be configured to audit Privilege Use - Sensitive Privilege Use failures.","medium","Microsoft Windows 11 ","V-253328","SV-253328r829068","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Privilege Use >> Sensitive Privilege Use - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Privilege Use >> """"Audit Sensitive Privilege Use"""" with """"Failure"""" selected.","WN11-AU-000110"
"The system must be configured to audit Privilege Use - Sensitive Privilege Use successes.","medium","Microsoft Windows 11 ","V-253329","SV-253329r829071","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

Privilege Use >> Sensitive Privilege Use - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> Privilege Use >> """"Audit Sensitive Privilege Use"""" with """"Success"""" selected.","WN11-AU-000115"
"The system must be configured to audit System - IPsec Driver failures.","medium","Microsoft Windows 11 ","V-253330","SV-253330r829074","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> IPsec Driver - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit IPsec Driver"""" with """"Failure"""" selected.","WN11-AU-000120"
"The system must be configured to audit System - Other System Events successes.","medium","Microsoft Windows 11 ","V-253331","SV-253331r829077","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Other System Events - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit Other System Events"""" with """"Success"""" selected.","WN11-AU-000130"
"The system must be configured to audit System - Other System Events failures.","medium","Microsoft Windows 11 ","V-253332","SV-253332r829080","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective. 

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*""""

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Other System Events - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit Other System Events"""" with """"Failure"""" selected.","WN11-AU-000135"
"The system must be configured to audit System - Security State Change successes.","medium","Microsoft Windows 11 ","V-253333","SV-253333r829083","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Security State Change - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit Security State Change"""" with """"Success"""" selected.","WN11-AU-000140"
"The system must be configured to audit System - Security System Extension successes.","medium","Microsoft Windows 11 ","V-253334","SV-253334r829086","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> Security System Extension - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit Security System Extension"""" with """"Success"""" selected.","WN11-AU-000150"
"The system must be configured to audit System - System Integrity failures.","medium","Microsoft Windows 11 ","V-253335","SV-253335r829089","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> System Integrity - Failure","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit System Integrity"""" with """"Failure"""" selected.","WN11-AU-000155"
"The system must be configured to audit System - System Integrity successes.","medium","Microsoft Windows 11 ","V-253336","SV-253336r829092","Security Option """"Audit: Force audit policy subcategory settings to override audit policy category settings"""" must be set to """"Enabled"""" (WN11-SO-000030) for the detailed auditing subcategories to be effective.

Use the AuditPol tool to review the current Audit Policy configuration:
Open a Command Prompt with elevated privileges (""""Run as Administrator"""").
Enter """"AuditPol /get /category:*"""".

Compare the AuditPol settings with the following. If the system does not audit the following, this is a finding:

System >> System Integrity - Success","Configure the policy value for Computer Configuration >> Windows Settings >> Security Settings >> Advanced Audit Policy Configuration >> System Audit Policies >> System >> """"Audit System Integrity"""" with """"Success"""" selected.","WN11-AU-000160"
"The Application event log size must be configured to 32768 KB or greater.","medium","Microsoft Windows 11 ","V-253337","SV-253337r877391","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\EventLog\Application\

Value Name: MaxSize

Value Type: REG_DWORD
Value: 0x00008000 (32768) (or greater)","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> Application >> """"Specify the maximum log file size (KB)"""" to """"Enabled"""" with a """"Maximum Log Size (KB)"""" of """"32768"""" or greater.","WN11-AU-000500"
"The Security event log size must be configured to 1024000 KB or greater.","medium","Microsoft Windows 11 ","V-253338","SV-253338r877391","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\EventLog\Security\

Value Name: MaxSize

Value Type: REG_DWORD
Value: 0x000fa000 (1024000) (or greater)","Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> Security >> """"Specify the maximum log file size (KB)"""" to """"Enabled"""" with a """"Maximum Log Size (KB)"""" of """"1024000"""" or greater.

If the system is configured to send audit records directly to an audit server, this must be documented with the ISSO.","WN11-AU-000505"
"The System event log size must be configured to 32768 KB or greater.","medium","Microsoft Windows 11 ","V-253339","SV-253339r877391","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

If the following registry value does not exist or is not configured as specified, this is a finding:

Registry Hive: HKEY_LOCAL_MACHINE
Registry Path: \SOFTWARE\Policies\Microsoft\Windows\EventLog\System\

Value Name: MaxSize

Value Type: REG_DWORD
Value: 0x00008000 (32768) (or greater)","If the system is configured to send audit records directly to an audit server, this is NA. This must be documented with the ISSO.

Configure the policy value for Computer Configuration >> Administrative Templates >> Windows Components >> Event Log Service >> System >> """"Specify the maximum log file size (KB)"""" to """"Enabled"""" with a """"Maximum Log Size (KB)"""" of """"32768"""" or greater.","WN11-AU-000510"
"Windows 11 permissions for the Application event log must prevent access by non-privileged accounts.","medium","Microsoft Windows 11 ","V-253340","SV-253340r829104","Verify the permissions on the Application event log (Application.evtx). Standard user accounts or groups must not have access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the """"%SystemRoot%\SYSTEM32\WINEVT\LOGS"""" directory. They may have been moved to another folder.

If the permissions for these files are not as restrictive as the ACLs listed, this is a finding.

Note: If """"APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES"""" has Special Permissions, this would not be a finding.","Ensure the permissions on the Application event log (Application.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the """"%SystemRoot%\SYSTEM32\WINEVT\LOGS"""" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as """"NT Service\Eventlog"""".","WN11-AU-000515"
"Windows 11 permissions for the Security event log must prevent access by non-privileged accounts.","medium","Microsoft Windows 11 ","V-253341","SV-253341r829107","Verify the permissions on the Security event log (Security.evtx). Standard user accounts or groups must not have access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the """"%SystemRoot%\SYSTEM32\WINEVT\LOGS"""" directory. They may have been moved to another folder.

If the permissions for these files are not as restrictive as the ACLs listed, this is a finding.

Note: If """"APPLICATION PACKAGE AUTHORITY\ALL APPLICATION PACKAGES"""" has Special Permissions, this would not be a finding.","Ensure the permissions on the Security event log (Security.evtx) are configured to prevent standard user accounts or groups from having access. The default permissions listed below satisfy this requirement.

Eventlog - Full Control
SYSTEM - Full Control
Administrators - Full Control

The default location is the """"%SystemRoot%\SYSTEM32\WINEVT\LOGS"""" directory.

If the location of the logs has been changed, when adding Eventlog to the permissions, it must be entered as """"NT Service\Eventlog"""".","WN11-AU-000520"
